"Title","Movie Release Year","Running Time","Genre","Director","Country","Front Cover","Trailer URLs","Format","IMDb Rating","Location","Musician","Writer","Actor","Audience Rating","Audio Tracks","Extras","Features","Movie Release Date","Plot","Producer","Release Date","Release Year","Back Cover","Backdrop","Barcode","Box set","Chapters","Cinematography","Distributor","Edition","Episodes","Extra Features"
"National Lampoon's Barely Legal","2003","91 mins","Comedy","David M. Evans","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalLampoonsBarelyLega25556_f.jpg","http://www.youtube.com/watch?v=JvaTaj9rxAc","DVD","4.8","","","David H. Steinberg","Tom Arnold as Mr. Lewis; Tony Denman as Fred; Erik von Detten as Deacon Lewis; Riley Smith as Jake; Vince Vieluf as Tom 'Coop' Cooperman; Daniel Farber as Matt; Sarah-Jane Potts as Ashley; Amy Smart as Naomi Feldman; Dey Young as Mrs. Lewis; Samm Levine as Roger","R (Restricted)","Dolby Digital 5.1 [English]","","","2003","Three high school guys attempt to make a porno movie.","Brad Krevoy; Keetgi Kogan","1/24/2006","2006","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalLampoonsBarelyLega25556_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalLampoonsBarelyLega25556_d.jpg","027616129376","","0","","MGM Home Entertainment","","0","Hot extended scenes!"
"National Lampoon's Gold Diggers","2003","87 mins","Comedy; Family; Crime","Gary Preisler","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalLampoonsGoldDigger25534_f.jpg","http://www.youtube.com/watch?v=A6woAC9T4tE","DVD","2.8","","","Gary Preisler; Michael Canale","Will Friedle as Calvin Menhoffer; Chris Owen as Leonard Smallwood; Louise Lasser as Doris Mundt; Nikki Schieler Ziering as Charlene; Rudy De Luca as Uncle Walt; Jack Ong as Mr. Woo","PG-13 (Parents Strongly Cautioned)","Dolby Digital Stereo [English]","","","2003","National Lampoon's Gold Diggers is a black comedy about two losers in their twenties, Calvin Menhoffer (Will Friedle) and Leonard Smallwood (Chris Owen), who are out to get the good life without working for it. The two young men try to rob two 70-year-old sisters, Betty Mundt (Renee Taylor) and Doris Mundt (Louise Lasser). The two sisters beat the two young men up, and send them to jail. The ladies drop the charges, and invite the jailbirds to their Beverly Hills mansion. Cal gets an idea that they could marry the women for their money and live the good life. Hopefully, they will only live 6-months and at most one-year. It turns out that Betty and Doris are broke, and they have come up with a plan to marry the boys, kill them, and collect the life insurance money. After several unsuccessful murder attempts on each other, they join forces to rob Betty and Doris's rich uncle","Gary Preisler; Don Ashley","3/29/2005","2005","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalLampoonsGoldDigger25534_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalLampoonsGoldDigger25534_d.jpg","027616924445","","0","","MGM Home Entertainment","PG-13 Version","0","• Cast and Crew interviews • Film Clips • B-Roll"
"National Lampoon's Van Wilder","2002","95 mins","Comedy; Romance","Walt Becker","Germany","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalLampoonsVanWilder25466_f.jpg","http://www.youtube.com/watch?v=ZS105LZM5II","DVD","6.1","","David Lawrence","Brent Goldberg; David Wagner","Tara Reid as Gwen Pearson; Ryan Reynolds as Van Wilder; Tim Matheson as Vance Wilder Sr.; Alex Burns as Gordon; Daniel Cosgrove as Richard Bagg; Paul Gleason as Professor McDoogle; Teck Holmes as Hutch; Kal Penn as Taj Mahal Badalandabad; Deon Richmond as Mini Cochran; Emily Rutherfurd as Jeannie; Erik Estrada as Erik Estrada; Jason Winer as Panos Patakos","UR (Unrated)","Dolby Digital 5.1; Dolby Digital 5.1 [English]; Dolby Digital Stereo [French]; Dolby Digital Surround [English]","","","2002","Van Wilder is an outgoing, and extremely popular student who has been at Coolidge College for seven years. For the past three years he has made no effort to graduate, instead spending his time organizing parties, helping other students, and posing for figure drawing classes. But after seven years, with no return on his investment, Van's father decides it is time to stop paying Van's tuition.","Robert L. Levy; Lucas Foster","8/20/2002","2002","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalLampoonsVanWilder25466_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalLampoonsVanWilder25466_d.jpg","012236129363","","0","James R. Bagdonas","Lions Gate","Unrated Version","0","Closed Captioned Deleted/Extended Scenes 'The Making of...' Featurette(s) Music Videos Production Notes Scene Access Theatrical Trailer(s) Sugarcult - Bouncing Off The Walls, Optional Unrated Menus"
"National Security","2003","88 mins","Comedy; Crime; Action","Dennis Dugan","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalSecurity200326114_f.jpg","http://www.youtube.com/watch?v=sNhdYC_wfHc","DVD","5.0","","Randy Edelman","David Ronn; Jay Scherick","Steve Zahn as Hank Rafferty; Martin Lawrence as Earl Montgomery; Colm Feore as Det. McDuff; Brett Cullen as Heston; Bill Duke as Lt. Washington; Timothy Busfield as Charlie Reed; Robinne Lee as Denise; Matt McCoy as Robert Barton; Eric Roberts as Nash","PG-13 (Parents Strongly Cautioned)","","","","2003","Two mismatched security guards are thrown together to bust a smuggling operation.","Moritz Borman; Jeffrey Silver","","","","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalSecurity200326114_d.jpg","043396011755","","0","Oliver Wood","","","0",""
"National Treasure","2004","131 mins","Adventure; Mystery; Action","Jon Turteltaub","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalTreasure200415548_f.jpg","http://www.youtube.com/watch?v=5l-6N8Y-Sgg","DVD","6.8","","Trevor Rabin","Jim Kouf; Oren Aviv","Nicolas Cage as Ben Gates; Diane Kruger as Abigail Chase; Justin Bartha as Riley Poole; Sean Bean as Ian Howe; Jon Voight as Patrick Gates; Harvey Keitel as Sadusky; Christopher Plummer as John Adams Gates; David Dayan Fisher as Shaw; Stewart Finlay-McLennan as Powell; Oleg Taktarov as Shippen; Stephen A. Pope as Phil; Annie Parisse as Agent Dawes; Mark Pellegrino as Agent Johnson; Armando Riesco as Agent Hendricks; Erik King as Agent Colfax","PG (Parental Guidance)","Dolby Digital 5.1 [English]; Dolby Digital Stereo [French]; Commentary [English]","","","2004","Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.","Jerry Bruckheimer; Jon Turteltaub","5/3/2005","2005","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalTreasure200415548_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalTreasure200415548_d.jpg","786936242928","","0","Caleb Deschanel","Buena Vista Home Entertainment","Widescreen Edition","0","Alternate Ending with optional director's audio commentary Deleted scenes with optional director's audio commentary 'National Treasure On Location' Making-Of Featurette 'the Knights Templar' Featurette 'Treasure Hunters Revealed' Featurette 'Riley's Decode This!' Featurette plus 3 puzzling challenges Opening scene animatic with optional Director's audio commentary"
"National Treasure 2: Book Of Secrets","2007","124 mins","Adventure; Mystery; Action","Jon Turteltaub","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalTreasure2BookOfS15554_f.jpg","http://www.youtube.com/watch?v=nO4j6y9D3A4","DVD","6.5","","Trevor Rabin","Ted Elliott; Terry Rossio","Nicolas Cage as Ben Gates; Diane Kruger as Abigail Chase; Justin Bartha as Riley Poole; Jon Voight as Patrick Gates; Helen Mirren as Emily Appleton; Bruce Greenwood as US President; Harvey Keitel as Sadusky; Ed Harris as Jeb Wilkinson; Alicia Coppola as Agent Spellman; Christian Camargo as John Wilkes Booth; Ty Burrell as Connor Hamilton; Joel Gretsch as Thomas Gates; Timothy V. Murphy as Seth; Michael Maize as Daniel Wilkinson","PG (Parental Guidance)","Dolby Digital 5.1 [English]; Dolby Digital 5.1 [French]; Dolby Digital 5.1 [Spanish]","","","2007","Benjamin Franklin Gates and Dr. Abigail Chase -- who found riches and romance at the end of their first hunt for national treasure -- reteam with their wisecracking partner in crime, Riley Poole, for another romp through U.S. history. Now, armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben is obsessed with finding the truth behind President Abraham Lincoln's assassination.","Jerry Bruckheimer; Jon Turteltaub","5/20/2008","2008","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalTreasure2BookOfS15554_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\NationalTreasure2BookOfS15554_d.jpg","786936763331","","0","John Schwartzman","Buena Vista","Collector's Edition","0","Audio Commentary With Director Jon Turteltaub And Actor Jon Voight Deleted Scenes With Introductions By Jon Turteltaub The Treasure Reel - Bloopers & Outtakes Secrets Of A Sequel The Book Of Secrets: On Location Street Stunts: Creating The London Chase Inside The Library Of Congress Underground Action Cover Story: Crafting The Presidents' Book Evolution Of A Golden City Knights Of The Golden Circle"
"Navy Seals","1990","113 mins","Adventure; War; Action","Lewis Teague","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\NavySeals199028473_f.jpg","http://www.youtube.com/watch?v=4j7UioHgcd8","DVD","5.1","","","Gary Goldman; Chuck Pfarrer","Charlie Sheen as Ens. Dale Hawkins; Michael Biehn as Lt. James Curran; Joanne Whalley as Claire Varrens; Rick Rossovich as Leary; Bill Paxton as Dane; Dennis Haysbert as Chief Billy Graham; Paul Sanchez as Ramos; Nicholas Kadi as Ben Shaheed; Ron Joseph as Capt. Dunne; S. Epatha Merkerson as Jolena; Gregory McKinney as U.S. Helicopter Pilot; Rob Moran as U.S. Helicopter Co-Pilot; Richard Venture as Admiral Colker; Mark Carlton as Jim Elmore; Ira Wheeler as Warren Stinson","R (Restricted)","Dolby Digital 5.1; Dolby Digital Stereo [English]; Dolby Digital Stereo [French]; Dolby Digital Surround [English]; Dolby Digital Surround [French]","","","1990","While rescuing an American air crew captured by Mid-Eastern terrorists, Lieutenant Curran and his team of Navy SEALs discover evidence that the terrorists have come into possession of dangerous high-tech weapons.","Bernard Williams; Brenda Feigen","2/6/2001","2001","C:\Users\zerom_000\Documents\Movie Collector\Images\NavySeals199028473_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\NavySeals199028473_d.jpg","027616858696","","0","","MGM Home Entertainment","Koop","0","Scene Access Theatrical Trailer(s) Original Theatrical Trailer<br>"
"Need For Speed","2014","130 mins","Drama; Thriller; Crime; Action","Scott Waugh","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\NeedForSpeed201442798_f.jpg","http://www.youtube.com/watch?v=fsrJWUVoXeM; http://www.youtube.com/watch?v=OCCxL4Ol72Y; http://www.youtube.com/watch?v=Rl4QQrlFlMs; http://www.youtube.com/watch?v=_qNuzvzEbNM","Blu-ray Disc","6.8","","Nathan Furst","John Gatins; George Gatins","Aaron Paul as Tobey Marshall; Dominic Cooper as Dino Brewster; Imogen Poots as Julia Maddon; Scott Mescudi as Benny; Rami Malek as Finn; Ramon Rodriguez as Joe Peck; Harrison Gilbertson as Little Pete; Dakota Johnson as Anita; Stevie Ray Dallimore as Bill Ingram; Michael Keaton as Monarch; Alan Pflueger as Flyin' Hawaiian; Brian L. Keaulana as Right Seater; Logan Holladay as 'DJ' Joseph; Carmela Zumbado as Jeny 'B'; Jalil Jay Lynch as Jimmy MacIntosh","PG-13 (Parents Strongly Cautioned)","Dolby Digital 5.1 [French]; Dolby Digital 5.1 [Spanish]; DTS-HD Master Audio 7.1 [English]","","","2014","The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.","John Gatins; Scott Waugh","8/5/2014","2014","C:\Users\zerom_000\Documents\Movie Collector\Images\NeedForSpeed201442798_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\NeedForSpeed201442798_d.jpg","786936842401","","0","Shane Hurlbut","Walt Disney Home Video","Blu-Ray Ultraviolet Combo","0","• Capturing Speed: Making An Authentic Car Movie •Ties That Bind • The Circus Is In Town • Feature Audio Commentary with Director Scott Waugh and Aaron Paul • Monarch & Maverick Outtakes with Introduction by Director Scott Waugh • 4 Deleted Scenes with Introductions by Director Scott Waugh • The Sound Of Need For Speed • 'B-Camera' - Crash Compilation with introduction by Director Scott Waugh (Easter Egg) • Need For Speed™ Rivals Trailer"
"The Negotiator","1998","134 mins","Thriller; Mystery; Action","F. Gary Gray","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\TheNegotiator199819303_f.jpg","http://www.youtube.com/watch?v=6XyyPQERH7E","DVD","7.2","","Graeme Revell","James DeMonaco; Kevin Fox","Kevin Spacey as Lt. Chris Sabian; Samuel L. Jackson as Lt. Danny Roman; David Morse as Cmdr. Adam Beck; Ron Rifkin as Cmdr. Grant Frost; John Spencer as Chief Al Travis; J.T. Walsh as Insp. Terence Niebaum; Siobhan Fallon as Maggie; Paul Giamatti as Rudy Timmons; Regina Taylor as Karen Roman; Bruce Beatty as Markus; Kelsey Mulrooney as Stacy Sabian; Michael Cudlitz as Palermo; Tim Kelleher as Argento; Dean Norris as Scott; Nestor Serrano as Hellman","R (Restricted)","Dolby Digital 5.1 [French]; Dolby Digital 5.1 [English (Closed Captioned)]","","","1998","Lieutenant Danny Roman (Samuel L. Jackson), a top hostage negotiator, is framed for the murder of his partner Nathan 'Nate' Roenick (Paul Guilfoyle) and embezzling funds from the Chicago Police Department's disability fund. The Negotiator starts when Roman shows his skills by risking his life in a hostage-taking situation. The central theme of the movie is already revealed in the first scene when","David Hoberman; Arnon Milchan","12/15/1998","1998","C:\Users\zerom_000\Documents\Movie Collector\Images\TheNegotiator199819303_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\TheNegotiator199819303_d.jpg","085391675020","","0","Russell Carpenter","Warner Home Video","Premiere Collection","0","Interactive Menus Commentary Documentary: The 11th Hour: Stories From Real Negotiators Behind-the-Scenes Documentary Production Notes 5 Theatrical Trailers Scene Access"
"Never Back Down","2008","110 mins","Sports; Action","Jeff Wadlow","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\NeverBackDown200827114_f.jpg","http://www.youtube.com/watch?v=Zzb7um_40Zk","DVD","6.2","","Michael Wandmacher","Chris Hauty","Chris Adler as Fight Club Fighter; Artie Ahr as Beatdown Boy; Neil Brown Jr. as Aaron; Jim R. Coleman as Referee; Joseph Cortez as Fighter / Lopez; Affion Crockett as Beatdown Dj Swagga; Steven Crowley as Ben Costigan; Sean Faris as Jake Tyler; Cameron Francis as ER Doctor; Luther Freeman as Fight Club Fighter; Amber Heard as Baja Miller; Cam Gigandet as Ryan McCarthy; Evan Peters as Max Cooperman; Leslie Hope as Margot Tyler; Djimon Hounsou as Jean Roqua","","","","","2008","At his new high school, a rebellious teen is lured into an underground fight club, where he finds a mentor in a mixed martial arts veteran.","Bill Bannerman; David Zelon","","","","C:\Users\zerom_000\Documents\Movie Collector\Images\NeverBackDown200827114_d.jpg","025195052726","","0","Lukas Ettlin","","","0",""
"Next","2007","96 mins","Science Fiction; Thriller; Action","Lee Tamahori","USA","C:\Users\zerom_000\Documents\Movie Collector\Images\Next200727153_f.jpg","http://www.youtube.com/watch?v=vb9_BHZ2VXM","DVD","6.1","","Mark Isham","Gary Goldman; Jonathan Hensleigh","Nicolas Cage as Cris Johnson; Julianne Moore as Callie Ferris; Jessica Biel as Liz; Thomas Kretschmann as Mr. Smith; Tory Kittles as Cavanaugh; Jim Beaver as Wisdom; Jason Butler Harner as Jeff Baines; Michael Trucco as Kendal; Enzo Cilenti as Mr. Jones","PG-13 (Parents Strongly Cautioned)","Dolby Digital 5.1 [English]; Dolby Digital 5.1 [Spanish]; Dolby Digital Stereo [English]; Dolby Digital Stereo [French]","","","2007","A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.","Gary Goldman; Nicolas Cage","9/25/2007","2007","C:\Users\zerom_000\Documents\Movie Collector\Images\Next200727153_b.jpg","C:\Users\zerom_000\Documents\Movie Collector\Images\Next200727153_d.jpg","097363516620","","0","David Tattersall","Paramount","","0","Making the Best Next Thing The Next 'Grand Idea' Two Minutes in the Future with Jessica Biel Visualizing the Next Move"
